Feature,Label
0.35541442987800004,0.7287275249747843
0.451334446417,0.3181996805423517
0.127784908729,0.7296009222825988
0.734916469646,-1.0092836841309432
0.44566931692100004,0.34718212173413576
0.716210804722,-0.9764282127168069
0.9035083842380001,-0.5812109209296636
0.638036117455,-0.703617642059316
0.372981400012,0.6681576292780316
0.544542047247,-0.20281498475423476
0.666228178186,-0.823823625378194
0.381754103047,0.6351858721682645
0.638842239235,-0.7073328278121208
0.213046305329,0.9101495361574989
0.703418809439,-0.9458610966495659
0.15587672910999997,0.8135175982248795
0.056951234217,0.4138450172478837
0.13303727751,0.7471013791454836
0.607432166842,-0.5526463667136565
0.160908084859,0.8260226998663686
0.7790405704109999,-1.0254452955813398
0.36771629373400005,0.6870881499878806
0.940399327158,-0.34776097496163416
0.496779039278,0.0714963077072304
0.026688561900999996,0.23495535106397364
0.6941031171969999,-0.9197279128991903
0.556677290596,-0.27260153990054037
0.33951605364500004,0.7769630415005391
0.584792031932,-0.43102054282859353
0.225419918638,0.9179403894377142
0.367659587497,0.6872884686467632
0.916864261279,-0.49894157047943066
0.658703651047,-0.7938171747264123
0.0773733034313,0.5199068654055575
0.106368027132,0.6496946002336843
0.699008825513,-0.9338842485192875
0.409135957765,0.5214336482916551
0.9327672889540001,-0.397230459425733
0.66151869002,-0.8052319404406967
0.6877154123810001,-0.900018816281306
0.045015337699699995,0.34635307750920374
0.5359150437129999,-0.1529942701683384
0.051975525389499996,0.38619905942011756
0.9418566496940001,-0.3383107917404624
0.222431673308,0.9164850804477627
0.640064613967,-0.7129376723408165
0.327129385835,0.8100121101323371
0.38649363735299996,0.6166474922668232
0.752053695933,-1.0261825236564992
0.496627195081,0.07235345142473817
0.36579901126100006,0.6938185503828973
0.402995909628,0.5483028191238307
0.914082601466,-0.5163734588080664
0.41309463877499997,0.5037155581886402
0.675549671532,-0.8586758188299132
0.38948199081100005,0.6047033502196004
0.190800400524,0.8844073289825792
0.646479669008,-0.7417683498846109
0.5123285308,-0.017022735166257956
0.35097136236800003,0.7428518213529143
0.9600833433600001,-0.22149573168672276
0.0466159794046,0.35563729469683264
0.9148261707719999,-0.5117272703392448
0.379257880278,0.6447469612546517
0.6827188073980001,-0.8836281788961003
0.798667513884,-1.0029453407528923
0.069618947522,0.48104527198878166
0.047868527950599996,0.36285221370737775
0.202458336332,0.8997812799718627
0.40365634411,0.5454490918887318
0.367866680229,0.6865565290138899
0.595141346123,-0.48745892368064064
0.0624113957341,0.44337283756515006
0.04801171211019999,0.36367416890248533
0.0015747265045399999,0.06733086272195411
0.199553613933,0.896338921978445
0.714002913422,-0.9716070080741255
0.9874097336450001,-0.061480130138297895
0.443148452681,0.3599249692007011
0.908156350575,-0.5530139812947086
0.811525241074,-0.9779778787006406
0.402137135314,0.5520002905300972
0.09552386764789998,0.6040407286489354
0.6629151908290001,-0.8108115768475591
