Feature,Label
0.35541442987800004,0.23450552448326512
0.451334446417,0.049740067406995964
0.127784908729,0.6980554012226408
0.734916469646,-0.4598608708994524
0.44566931692100004,0.06047838154796825
0.716210804722,-0.42793373090828
0.9035083842380001,-0.7368635734236393
0.638036117455,-0.2919248601635356
0.372981400012,0.20019852474954103
0.544542047247,-0.12379775279166548
0.666228178186,-0.3414534472012788
0.381754103047,0.18314476707921146
0.638842239235,-0.293348594676589
0.213046305329,0.5202936834206684
0.703418809439,-0.4059629360711884
0.15587672910999997,0.638939802522728
0.056951234217,0.8495018596665643
0.13303727751,0.6869616211247804
0.607432166842,-0.23754625725198195
0.160908084859,0.6284087161988562
0.7790405704109999,-0.5342285738108041
0.36771629373400005,0.21045883363312357
0.940399327158,-0.7948953942968239
0.496779039278,-0.035609719890535005
0.026688561900999996,0.915247013327567
0.6941031171969999,-0.3898927082022803
0.556677290596,-0.14595634098840454
0.33951605364500004,0.26573505885761156
0.584792031932,-0.1969076635967304
0.225419918638,0.4949072936287987
0.367659587497,0.21056944195544375
0.916864261279,-0.7579802636193465
0.658703651047,-0.32828710770210123
0.0773733034313,0.8054877284808195
0.106368027132,0.7434855240763651
0.699008825513,-0.3983627689498016
0.409135957765,0.13025273311159083
0.9327672889540001,-0.7829657498474258
0.66151869002,-0.33321734818671744
0.6877154123810001,-0.37883930785722675
0.045015337699699995,0.8753579077291117
0.5359150437129999,-0.10798411076710718
0.051975525389499996,0.8602686592309731
0.9418566496940001,-0.7971688255406928
0.222431673308,0.5010285927567202
0.640064613967,-0.29550665128229703
0.327129385835,0.2901857724620758
0.38649363735299996,0.17395312403187121
0.752053695933,-0.4889018056326129
0.496627195081,-0.03532688226654372
0.36579901126100006,0.21419980275131834
0.402995909628,0.14206871539599675
0.914082601466,-0.7535922572885823
0.41309463877499997,0.1226482133710045
0.675549671532,-0.3577106264999073
0.38948199081100005,0.168165507629847
0.190800400524,0.5661968672826722
0.646479669008,-0.30681550565931065
0.5123285308,-0.06449035643329776
0.35097136236800003,0.243215809189696
0.9600833433600001,-0.8254803962987569
0.0466159794046,0.8718848960495813
0.9148261707719999,-0.7547657373449989
0.379257880278,0.18799198165183137
0.6827188073980001,-0.3701737217319572
0.798667513884,-0.5668821632998277
0.069618947522,0.8221666515066819
0.047868527950599996,0.8691683806700443
0.202458336332,0.5420993343348381
0.40365634411,0.1407965350140207
0.367866680229,0.21016550793561278
0.595141346123,-0.21552779314860884
0.0624113957341,0.8377061700109458
0.04801171211019999,0.8688579122791377
0.0015747265045399999,0.9702799810787002
0.199553613933,0.5480948818274105
0.714002913422,-0.42414954151863005
0.9874097336450001,-0.8675026607129352
0.443148452681,0.06526373398480693
0.908156350575,-0.7442261556493018
