,Feature,Label
0,0.35541442987800004,0.015599476419984762
1,0.451334446417,-0.02328506548096538
2,0.127784908729,0.07821977784882751
3,0.734916469646,-0.2255220106210104
4,0.44566931692100004,-0.020706121114383427
5,0.716210804722,-0.20599679462607262
6,0.9035083842380001,-0.4724913970128083
7,0.638036117455,-0.13612385774853492
8,0.372981400012,0.009179513004668441
9,0.544542047247,-0.07203582076630073
10,0.666228178186,-0.15933348635512237
11,0.381754103047,0.005864554307363101
12,0.638842239235,-0.13675942050836065
13,0.213046305329,0.05856901283400557
14,0.703418809439,-0.193323011979256
15,0.15587672910999997,0.07215856502153757
16,0.056951234217,0.0919348168368588
17,0.13303727751,0.07711518144627066
18,0.607432166842,-0.1131285355973939
19,0.160908084859,0.0710321241614266
20,0.7790405704109999,-0.2767581987143851
21,0.36771629373400005,0.01113375262087074
22,0.940399327158,-0.549813028012875
23,0.496779039278,-0.045475207213238264
24,0.026688561900999996,0.0971822338925206
25,0.6941031171969999,-0.18442173802548792
26,0.556677290596,-0.07938323285530893
27,0.33951605364500004,0.021169864338596134
28,0.584792031932,-0.09744391409113404
29,0.225419918638,0.055385458706931415
30,0.367659587497,0.011154658220107482
31,0.916864261279,-0.4992602532713668
32,0.658703651047,-0.15293570661382958
33,0.0773733034313,0.08819559424201133
34,0.106368027132,0.08259319613936884
35,0.699008825513,-0.1890755105774514
36,0.409135957765,-0.004976866978962312
37,0.9327672889540001,-0.5329271510739466
38,0.66151869002,-0.15531136419130603
39,0.6877154123810001,-0.17847212246009864
40,0.045015337699699995,0.09404518159299767
41,0.5359150437129999,-0.06696718061362335
42,0.051975525389499996,0.09282114970266798
43,0.9418566496940001,-0.553093002810637
44,0.222431673308,0.05616269026975476
45,0.640064613967,-0.13772621400761442
46,0.327129385835,0.025359395282711302
47,0.38649363735299996,0.00404240849055783
48,0.752053695933,-0.24451506663249253
49,0.496627195081,-0.04539634381004324
50,0.36579901126100006,0.011838922301252735
51,0.402995909628,-0.00247849191469549
52,0.914082601466,-0.49357466489870133
53,0.41309463877499997,-0.006609001269061968
54,0.675549671532,-0.1674745112244692
55,0.38948199081100005,0.0028820595432376608
56,0.190800400524,0.06406869676243893
57,0.646479669008,-0.1428608729945891
58,0.5123285308,-0.05373105221760425
59,0.35097136236800003,0.01717862027648156
60,0.9600833433600001,-0.5956819538892383
61,0.0466159794046,0.09376530707321414
62,0.9148261707719999,-0.49508871000069343
63,0.379257880278,0.006815382377289151
64,0.6827188073980001,-0.1739031110400919
65,0.798667513884,-0.30216462557412455
66,0.069618947522,0.08963488816840616
67,0.047868527950599996,0.09354562570041583
68,0.202458336332,0.06122170304809252
69,0.40365634411,-0.0027453086108306804
70,0.367866680229,0.011078295829520789
71,0.595141346123,-0.10448124235187983
72,0.0624113957341,0.0909511895773564
73,0.04801171211019999,0.09352047534444413
74,0.0015747265045399999,0.10128705595403052
75,0.199553613933,0.061938208024142294
76,0.714002913422,-0.20377104843926688
77,0.9874097336450001,-0.6653420659613675
78,0.443148452681,-0.01957108409360982
79,0.908156350575,-0.48165657961527614
80,0.811525241074,-0.3197776434927779
81,0.402137135314,-0.0021322299153094457
82,0.09552386764789998,0.08473019898920367
83,0.6629151908290001,-0.15649777770643597
84,0.808964596391,-0.3162062329671804
85,0.781052130376,-0.2792832793429874
86,0.130430930912,0.07766491898162227
87,0.59766598767,-0.10623137595599684
88,0.24552916613,0.050011626890858675
89,0.19371066609,0.06336508909661884
90,0.5159869978989999,-0.05572646629099314
91,0.022846253174000002,0.09782452029000997
92,0.933062179857,-0.5335706183772072
93,0.8212814726450001,-0.3336846839135894
94,0.936055941688,-0.5401437690897982
95,0.43783531566100004,-0.017203713407460183
96,0.8621356953910001,-0.3974782755231591
97,0.9188938600550001,-0.5034461020762822
98,0.604024389105,-0.11069867097850704
99,0.647432491116,-0.14363234346877046
100,0.5093105120120001,-0.052100375078918765
101,0.580546394766,-0.09461933327382717
102,0.0759124915055,0.08846859122703124
103,0.718812985116,-0.20864093761892208
104,0.611756237423,-0.11624818250785707
105,0.8481232830419999,-0.3745346382772835
106,0.693567337209,-0.18391795541761793
107,0.803235526751,-0.3083312513985896
108,0.220483618977,0.05666647192879028
109,0.9734324296250001,-0.6288016827471091
110,0.860895669313,-0.39540058907887393
111,0.94439712044,-0.5588541731006227
112,0.569045191525,-0.08714410668089861
113,0.834815434565,-0.35379170699972445
114,0.0890546182965,0.08598110281629666
115,0.224582183398,0.05560389598977216
116,0.5068677973960001,-0.05079064075315491
117,0.054420058857000006,0.09238688628609042
118,0.518493708402,-0.05710564385851049
119,0.17211409609499997,0.06847684999519259
120,0.346519500815,0.018743329232903495
121,0.171990463752,0.06850539628389704
122,0.22407064786400002,0.055737068255194096
123,0.817553773349,-0.3283143060575874
124,0.924632251356,-0.5154544296550387
125,0.999790145409,-0.6993895411398054
126,0.669181193121,-0.16188638422864043
127,0.7174181807800001,-0.2072208132412132
128,0.384897972257,0.004658348927414419
129,0.543489876935,-0.07141086578559674
130,0.717480881876,-0.20728451208077836
131,0.172314527067,0.06843055416948038
132,0.32755504195,0.02521754931782987
133,0.996003591707,-0.6888030453384206
134,0.058651903841000004,0.0916296887119715
135,0.546631428481,-0.07328249547505172
136,0.0345643008296,0.09584915885708117
137,0.9899472926200001,-0.6721889157940351
138,0.478964721157,-0.03644584917405215
139,0.0192048614665,0.09842839499577227
140,0.505508391005,-0.050065635518271694
141,0.38030646130999995,0.006416710564257681
142,0.49611251306599996,-0.04512928106348383
143,0.894260504399,-0.45471910805714993
144,0.638862655801,-0.1367755380573847
145,0.666158839637,-0.1592738305895014
146,0.696516098285,-0.18670151549449274
147,0.10760273063100001,0.08234663741278771
148,0.324214148576,0.026326873398008693
149,0.010111922995799999,0.09991610633177464
150,0.516349608046,-0.055925367770006396
151,0.5958541755560001,-0.10497404350050082
152,0.315046781001,0.029324358290692146
153,0.965209255362,-0.6082004380783176
154,0.047707736647300006,0.09357385954364253
155,0.9079125104700001,-0.48117181236437184
156,0.8302545354430001,-0.3469071182648131
157,0.7535931913930001,-0.24627567772511427
158,0.816505306635,-0.3268165400393656
159,0.16070904872199998,0.07107692805610105
160,0.530804681223,-0.06402340954409177
161,0.267191752851,0.04393073582900086
162,0.28933323125,0.03738227629856633
163,0.464629504829,-0.02949438658622277
164,0.469797350811,-0.03196907029119774
165,0.5375868448009999,-0.06793960924589844
166,0.587695055716,-0.09939595913198848
167,0.898612208726,-0.46300628261154353
168,0.186253332152,0.06515870131580737
169,0.9020318187799999,-0.4696127626391097
170,0.543604732928,-0.0714789941875959
171,0.40601491460600003,-0.0037019262086754328
172,0.45999304343099995,-0.02730355923465096
173,0.8712029271430001,-0.4129587847674705
174,0.638218830828,-0.13626777297443163
175,0.265733211476,0.04435004866335462
176,0.9629725467839999,-0.6027078701400211
177,0.014153837530100001,0.09925834253857396
178,0.130173058949,0.07771913708341519
179,0.857396605267,-0.38958799962156987
180,0.8955622445479999,-0.45718411180524937
181,0.224480907531,0.055630274559668
182,0.140457594041,0.07553248738222709
183,0.24088743598,0.051274621409166686
184,0.85549536638,-0.3864604607202268
185,0.449674188471,-0.022525193604318962
186,0.45038898147399997,-0.022851926276675295
187,0.0530765567437,0.09262583771057065
188,0.176773260563,0.06739521045443235
189,0.639218484859,-0.13705660651216747
190,0.32021263979200004,0.027643576872079446
191,0.6362272151839999,-0.13470346922529233
192,0.427239346189,-0.012581269850771912
193,0.7205025640530001,-0.21036998815006852
194,0.142312666121,0.07513270596171896
195,0.181268274858,0.06634077593631317
196,0.8816417567039999,-0.43142745841357033
197,0.621949383231,-0.1237671378452827
198,0.10990480673800002,0.08188514205709423
199,0.192496855935,0.06365911876298871
